Libelle du departement,Inscrits,Abstentions,Votants,Exprimes,Blancs,Nuls,Tendance,Annee,Evolution_Tx_Chomage,Vols de vehicules_Tauxpourmille,Vols d'accessoires sur vehicules_Tauxpourmille,Coups et blessures volontaires intrafamiliaux_Tauxpourmille,Vols avec armes_Tauxpourmille,Violences sexuelles_Tauxpourmille,Destructions et degradations volontaires_Tauxpourmille,Vols dans les vehicules_Tauxpourmille,Coups et blessures volontaires_Tauxpourmille,Vols sans violence contre des personnes,Cambriolages de logement,Vols violents sans arme,Autres coups et blessures volontaires_Tauxpourmille,proba_extreme droite,proba_centre,proba_droite,proba_extreme gauche,prediction
Pyrénées-Atlantiques,502378,97357,405021,395653,6685,2683,droite,2017,-0.34999999999999964,-0.052525874999999944,0.03274698600000003,0.08845099999999995,-0.004625835000000002,0.005387613000000013,0.8021094169999996,0.600734498,0.2773708240000001,0.4532165509999997,0.5910634269999999,0.036159724999999976,0.18891982400000007,5.343679427800729E-5,0.05985002270229553,0.9362009277583456,0.00389561274508084,droite
Puy-de-Dôme,468103,100869,367234,357587,6938,2709,centre,2022,-1.8500000000000005,-0.8595781990000002,0.20613768899999996,0.6939674440000001,-0.020822702,0.541701859,-1.7414071369999995,-2.4489186000000003,1.1814542489999997,-0.6334747460000001,-1.69978738,-0.301514035,0.48748680499999986,0.045824756654064824,0.9536056090968658,9.446249256184213E-7,5.686896241438138E-4,centre
Puy-de-Dôme,460939,93325,367614,356577,7751,3286,centre,2017,-0.24999999999999822,-0.5912390309999997,-0.31787069200000007,0.01342876599999987,0.03028561199999999,-0.0020023040000000103,-0.11155710999999968,1.8150656070000002,0.26910019899999993,-0.1271400929999995,1.0892361899999994,0.14279293299999996,0.255671432,9.309477519500576E-7,0.7342121486910981,0.26534876532535734,4.381550357926244E-4,centre
Pas-de-Calais,1093723,286319,807404,790653,10601,6150,extreme droite,2022,-3.200000000000001,-0.4250364740000001,-0.090045822,2.2168731779999997,-0.024326598999999997,0.6495802,-2.7846217299999996,-0.9522820589999998,2.6947219319999993,-1.0262982420000002,-1.638136641,-0.25324969699999994,0.47784875400000004,0.9999874182273111,2.2083048481142502E-6,6.4130004902852164E-15,1.037346783439499E-5,extreme droite
Pas-de-Calais,1090368,234194,856174,833152,15351,7671,extreme droite,2017,-1.4250000000000007,-0.13775034799999997,-0.09936758199999995,0.005638191999999931,-0.05765921600000001,0.06950198800000007,-0.8960773500000005,-0.320151713,0.11737623000000053,-0.5321395669999998,-0.289719861,-0.12802195900000002,0.11173803699999985,0.9551987516159514,0.0440036317867856,8.732748713534803E-6,7.888838485494345E-4,extreme droite
Orne,205538,50935,154603,150950,2586,1067,centre,2022,-2.0250000000000004,-0.392414488,-0.534812823,1.0028037849999998,-0.024516342000000003,0.757234877,-0.0515102909999996,-0.09987733499999996,1.3025892120000004,-0.2844985170000003,-0.2469352270000007,-0.092922969,0.2997854280000001,0.048269577961078454,0.9517182563101799,1.0256676324760119E-5,1.909052416924265E-6,centre
Orne,208734,38340,170394,166057,3176,1161,droite,2017,-0.375,0.16703931000000005,0.08690359700000005,0.026193402000000088,-0.010275490999999998,0.0018589380000000322,0.8302849800000001,-0.15966653799999997,0.17676141899999998,0.27552094999999976,0.6907834770000005,-0.0019484889999999977,0.1505680169999999,7.879050345745888E-5,0.0427372863556365,0.9516063616301553,0.005577561510750674,droite
Oise,564121,142081,422040,411714,6324,4002,extreme droite,2022,-2.0250000000000012,-1.3452082380000001,-0.5549507949999999,1.2256959160000003,-0.029548984,0.5285761710000001,-3.421671645,-1.889968923,1.4955679379999998,-0.8415568850000001,-2.3248994319999996,-0.39036846000000003,0.269872023,0.9695721876991387,0.030402787566173428,2.9033958578485924E-11,2.502470565410751E-5,extreme droite
Oise,562085,113254,448831,437793,8040,2998,extreme droite,2017,-0.25,-0.34959450699999994,-0.24222944199999974,-0.117161289,-0.03168700000000001,0.10122569199999998,-0.54760952,0.26847030400000005,-0.16413002200000015,-0.17701299400000003,0.011994946999999812,0.033126247,-0.04696873299999993,0.896956082047002,0.00637782333817722,0.09598127360473829,6.848210100825434E-4,extreme droite
Nord,1813906,514033,1299873,1274781,17416,7676,extreme droite,2022,-2.9000000000000004,-0.6973183490000001,0.35214810900000004,1.9757176699999999,-0.03701575900000001,0.6866309380000001,-2.2872796169999994,-0.466758499,2.5456414030000003,-0.7471561619999996,-2.4904406150000007,-0.7185304339999999,0.569923733,0.9993176683031174,5.745313587187511E-11,1.7859573714489976E-13,6.823316392508519E-4,extreme droite
Nord,1804668,417073,1387595,1353803,24060,9732,extreme droite,2017,-0.625,-0.2457886920000001,-0.14335641300000002,0.060187917000000146,-0.013096422999999996,0.032852934,-0.8736184900000001,-0.6900906629999994,0.17169919,-0.03691079300000055,0.061972615000000175,-0.24084082000000007,0.11151127400000016,0.9790033281156942,0.018428334668653366,1.1893193202610748E-5,0.002556444022449803,extreme droite
Nièvre,154186,38850,115336,112441,1957,938,extreme droite,2022,-1.7000000000000002,0.004574801999999822,-0.285902911,0.730939937,-0.067143617,0.5954442609999999,-0.9647304859999997,0.06613074600000002,1.1215412150000001,-1.0188879269999997,-1.7366466860000003,-0.05308460399999998,0.3906012780000001,0.9554557444807005,0.04437227035152933,1.6197702571714402E-4,1.0008142053178622E-5,extreme droite
Nièvre,159426,35468,123958,120414,2533,1011,extreme droite,2017,-1.299999999999999,-0.29414219799999985,0.11997860099999991,-0.01790836200000001,0.048632086,0.23032446099999998,0.13386616099999937,-0.039164640999999945,0.07629281600000004,0.1921265339999998,1.7422908809999997,-0.021301947000000043,0.09420117800000005,0.9959913217726883,6.747488354405587E-5,0.002668539199310162,0.00127266414445742,extreme droite
Moselle,745914,210299,535615,524319,7943,3353,extreme droite,2022,-2.375000000000001,-0.16899270499999997,-0.020678506999999957,1.463571048,-0.019423122,0.428054806,-1.506889308999999,-0.34927782900000004,1.624584976,-0.7463634990000001,-3.049716176,-0.276604556,0.1610139279999998,0.9998701821944741,4.270497643000765E-7,4.0923210407228273E-10,1.2939034652955557E-4,extreme droite
Moselle,751271,177501,573770,559226,11146,3398,extreme droite,2017,-0.34999999999999964,-0.18085649000000004,0.09257717599999993,0.07493242299999991,-0.018064861,0.10609853100000005,0.03654728399999918,-0.13472577699999988,0.36427134799999994,-0.16878632100000068,0.4320722090000002,0.09087968600000002,0.2893389260000001,0.9507327390081981,6.362581046480769E-4,0.046761075943108195,0.0018699269440455464,extreme droite
Morbihan,608972,130520,478452,467374,7959,3119,centre,2022,-2.5999999999999996,-0.16881339699999987,-0.3462367449999999,1.062857434,-0.005813901999999999,0.78757856,-0.6841299950000002,-0.3364820530000001,1.7204550590000003,-1.376840294,0.15754449699999995,-0.06513325199999997,0.6575976259999998,0.04346583003891405,0.9565332255749327,1.1390716022622325E-11,9.443747624203965E-7,centre
Morbihan,577012,96113,480899,468835,8518,3546,centre,2017,-0.09999999999999964,-0.09329091500000009,0.3509754249999999,0.11813171500000008,0.0038654740000000007,0.051453026999999985,0.4499662210000004,0.09229017400000039,0.25510060999999995,0.06358450900000001,0.15174422000000032,0.013456823999999978,0.1369688950000001,7.629956073600893E-5,0.9392138519755406,0.045101079870948746,0.015608768592774613,centre
Meuse,134805,34092,100713,98513,1509,691,extreme droite,2022,-1.7999999999999998,0.20080330000000002,-0.104839358,1.131802832,8.553980000000003E-4,0.6121221169999999,-0.025518481999999842,0.221840241,1.711310917,0.37134889599999976,-0.7664651620000003,-0.011871964999999984,0.5795080849999998,0.9543356539671825,0.045632905929987456,6.883709444561695E-6,2.455639338555554E-5,extreme droite
Meuse,137634,27855,109779,107045,1907,827,extreme droite,2017,-1.0999999999999996,-0.05519723599999993,0.04017150899999988,-0.03551735999999983,3.6949700000000335E-4,0.197546793,-0.6136783729999999,-0.13253338400000003,0.147458796,-0.30671815999999996,-0.773361671,-0.029783740000000003,0.18297615600000006,0.9647225809264153,5.915535183146315E-7,0.03437845428219793,8.983732378684735E-4,extreme droite
Meurthe-et-Moselle,492057,130919,361138,353800,5092,2246,extreme droite,2022,-2.2749999999999995,-0.24950883000000013,0.08454466499999991,1.6206796630000002,-0.0026504479999999997,0.8334365610000001,-0.9126357430000009,-0.04920277200000012,2.30976368,-0.9365504280000003,-1.3400050930000003,-0.10590446800000003,0.6890840159999998,0.9998593092696657,1.2888616656147253E-4,1.3733247334327748E-10,1.1804426440357318E-5,extreme droite
Meurthe-et-Moselle,495091,106595,388496,379666,6469,2361,extreme droite,2017,-0.27500000000000036,-0.2405728159999998,-0.15213874799999982,0.1355830280000001,0.010932162000000002,0.06298058399999995,-0.2627206969999989,0.23268050500000026,0.146066507,-0.11497334699999939,-0.5664683940000002,0.09833260700000002,0.01048347900000035,0.9521918022170839,6.657515612334684E-5,0.046825003645399696,9.16618981393105E-4,extreme droite
Mayenne,224722,52812,171910,166908,3483,1519,centre,2022,-1.1749999999999998,0.005466133999999956,0.08763802700000001,0.9074511089999999,7.699200000000142E-5,0.7943407349999999,0.33384692699999974,0.7932823920000001,1.2466664440000002,-0.3738762229999999,0.20997117099999985,0.039849411,0.339215335,0.04585041485727086,0.954028004613335,9.70562354986803E-5,2.452429389543826E-5,centre
Mayenne,222325,36392,185933,180232,4111,1590,droite,2017,-0.22500000000000053,-0.015661974999999995,-0.46075380599999993,0.10826874100000006,2.0549999999997653E-5,0.0069316480000000125,0.07289789300000038,-0.21348319400000015,0.22937583100000003,0.3613299310000002,0.279473678,1.875210000000238E-4,0.12110709000000008,8.638763894971746E-4,0.3780127020276729,0.6207494094523641,3.740121304658621E-4,droite
Haute-Marne,129389,33273,96116,93808,1489,819,extreme droite,2022,-2.1750000000000007,-0.10952277500000007,0.3715105990000003,1.401499505,-0.04529306,0.40250699999999984,-0.736318408999999,-0.1552165689999998,1.462925405,0.0060902220000000895,0.6881474020000002,-0.190521957,0.0614258999999997,0.9790079061400643,0.019737126109460858,5.565221874648412E-6,0.001249402528600228,extreme droite
Haute-Marne,134148,28769,105379,102440,2120,819,extreme droite,2017,-0.6749999999999989,-0.11063423099999992,0.01876319999999998,0.16101117499999984,0.023242673000000005,0.22463407700000004,0.6041180690000001,-0.36330300000000015,0.3937142640000002,-0.18822729000000038,-1.1587498590000003,0.049454526,0.23270308900000014,0.44228639912938333,3.547958119184622E-7,0.5571690071408093,5.44238933995503E-4,droite
Marne,380644,101010,279634,274106,3826,1702,extreme droite,2022,-1.7249999999999996,-0.41389390599999976,0.04924110199999987,1.5368458619999998,-0.003189588000000007,0.71896342,-1.8137274669999996,0.32156939799999984,2.0329906839999996,-0.20778591000000013,-1.4395031439999997,-0.2540714959999999,0.49614482199999976,0.9983907268394384,0.0015130888921951193,8.111982102696594E-8,9.610314854544679E-5,extreme droite
Marne,381693,81261,300432,293769,4767,1896,droite,2017,-0.4250000000000007,-0.22621562399999995,-0.316229364,0.13039201,-0.022471802,-0.004815297000000052,-0.14618223000000086,0.2669888309999999,0.10687456800000028,0.23376633400000024,-0.2860597870000001,-0.26659900700000005,-0.023517441999999722,0.0088803426903675,3.329443572398871E-4,0.9873964063641557,0.0033903065882367753,droite
Manche,384613,93460,291153,284458,4747,1948,centre,2022,-2.0999999999999996,-0.0030688979999999866,-0.09053975400000003,0.7397194489999999,-0.005964876000000001,0.590591573,-0.4971896579999999,0.10109171100000003,0.8699982159999999,-0.21334231300000006,0.08294313800000008,0.030843061999999977,0.13027876699999985,0.09053146776430329,0.9093363990914277,1.1672467128182261E-4,1.5408472987152573E-5,centre
Manche,379104,70202,308902,300978,5639,2285,droite,2017,-0.7500000000000009,-0.01761096399999995,-0.0020660540000000394,0.19432157399999994,-0.0039355020000000004,0.20899447399999993,-0.08671023100000053,0.013431321000000107,0.37103193600000006,0.4473063599999998,0.0039163259999996924,0.010480819000000002,0.1767103630000002,0.0011329869281672827,0.0010745369868044486,0.9968689818894488,9.234941955793388E-4,droite
Maine-et-Loire,589263,136866,452397,441342,8072,2983,centre,2022,-2.075,0.13392591799999987,-0.06495932199999999,0.9661541309999999,-0.010180187,0.6428097840000001,-1.1620833680000002,-0.20500178599999996,1.178854002,-0.4482005469999999,-0.5673952870000001,-0.07263116399999997,0.21269987,0.8346666884594,0.16531741129957814,9.711867807617548E-8,1.580312234380535E-5,extreme droite
Maine-et-Loire,569425,97038,472387,458956,9769,3662,droite,2017,-0.15000000000000036,-0.030741060999999847,-0.11310234999999991,0.05856953600000003,-0.010020332,-0.022903031000000018,-0.2512596070000006,0.06971276699999995,0.19749098499999995,-0.3977385680000003,-0.1741431569999996,-0.08129494400000004,0.13892145,7.679840907677838E-4,0.04543291979429949,0.9504061297547584,0.00339296636017449,droite
Lozère,59812,11680,48132,46996,741,395,extreme droite,2022,-1.299999999999999,-0.15687942199999994,0.6130402380000001,0.873958994,-0.013060110999999998,0.8219147960000001,0.21968873500000008,-0.13096634800000007,1.0038241809999997,-0.7847187339999997,-1.2129283380000002,0.03910401500000002,0.12986518699999983,0.9986181854196267,7.176215989720933E-6,0.0011522262995984237,2.2241206478524033E-4,extreme droite
Lozère,59508,9949,49559,48147,854,558,droite,2017,0.29999999999999893,0.207743195,0.142408741,-0.17200388200000005,0.013024082999999999,0.09055702999999998,0.26274249599999955,-0.13351260399999987,0.3871449210000002,-0.5594870329999999,0.5583137520000001,0.012840617999999998,0.559148803,3.9844000885638856E-4,0.0434061566015451,0.9503824016191563,0.005813001770442212,droite
Lot-et-Garonne,241304,52907,188397,184102,2793,1502,extreme droite,2022,-1.8499999999999996,-0.33036330800000013,0.24313780299999999,1.4986015469999998,-0.050984564999999996,0.5778268770000001,-0.08202339400000014,0.074331645,2.153096347,-0.7871537179999999,-3.5472708980000007,-0.127339735,0.6544947999999999,0.9894446385660524,2.7458005538859783E-5,0.010315564410292558,2.1233901811614403E-4,extreme droite
Lot-et-Garonne,240931,46805,194126,188822,3660,1644,droite,2017,-0.4750000000000014,0.030008539,-0.11118635899999996,0.15018754800000012,0.021029780999999997,0.096128471,-0.08432742799999993,-0.2884950869999998,0.26731557799999983,0.2732131340000006,-1.46265554,-0.015034328000000041,0.11712803000000016,0.08336817032536785,1.0617822171751087E-5,0.9152604424205459,0.0013607694319143634,droite
Lot,139278,27164,112114,109390,1767,957,centre,2022,-1.4500000000000002,-0.26278673799999985,-0.106933885,0.837205409,-1.1092700000000025E-4,0.919242296,-0.22974555999999957,-0.07469099199999985,1.2552042119999998,-0.1428556529999998,-2.673554139,-0.01233757299999999,0.41799880200000006,0.08778396441156583,0.9122097933160218,2.3096890918373767E-7,6.0113035032461495E-6,centre
Lot,136305,22305,114000,110785,1914,1301,centre,2017,-0.40000000000000036,-0.23372011800000014,0.020840312000000027,0.04362808500000004,0.011473701,0.02163845200000003,0.1792337779999995,0.169615313,0.18459107200000013,0.5753895020000002,0.3585664160000004,0.01679551799999998,0.14096298800000007,1.6577119899101317E-4,0.9508294246158425,0.04433670001910539,0.0046681041660611485,centre
Loiret,457550,114468,343082,335422,5512,2148,centre,2022,-1.9750000000000014,-0.632849948,-0.35007097600000003,0.950172021,0.012782204000000005,0.7223201819999999,-1.313426841,-0.7030730539999999,1.1028593579999995,-0.9779850059999999,-3.1096314870000006,-0.28279726699999996,0.15268733699999992,0.04585054519105965,0.9541389669854163,2.3303482112328843E-7,1.025478870291528E-5,centre
Loiret,452607,87974,364633,355572,6397,2664,droite,2017,-0.12499999999999822,-0.4093082520000002,-0.10404794699999997,0.14826878499999996,-0.034479431000000005,0.09218162899999993,-0.7561718299999995,-0.005230625000000266,0.2861373340000002,-0.2810613990000004,-0.5161905429999987,-0.15075030200000006,0.137868549,8.652729951714739E-7,0.5295815249226142,0.468568115897404,0.001849493906986554,centre
Loire-Atlantique,1056693,236339,820354,802422,13373,4559,centre,2022,-1.9000000000000004,0.07246674099999995,0.40145744400000005,0.7859458799999999,-0.005161132000000013,0.601514587,-1.8486338409999998,-1.2374499190000003,1.321572385,-2.0773065300000013,1.0192564969999998,-0.28845002899999994,0.5356265069999999,0.04156678149622245,0.9581756445888486,9.713934794323648E-10,2.575729435355401E-4,centre
Loire-Atlantique,993538,162601,830937,811457,14632,4848,centre,2017,-0.40000000000000036,-0.009115331000000282,-0.38251031999999974,0.054352111000000036,-0.010200957999999982,0.11017250499999998,-0.32597965600000123,1.149962673,0.2043530360000001,0.44513727000000003,-0.23640940400000066,0.20293015699999994,0.15000092399999998,7.810823906902829E-5,0.9585430464592776,0.0412718541520999,1.0699114955336158E-4,centre
Haute-Loire,180706,37000,143706,139655,2837,1214,extreme droite,2022,-1.7750000000000004,0.052072491,0.43027609999999994,0.975194049,0.013171513999999999,0.4786778970000001,0.1658151710000002,-0.208029735,1.3037886520000002,-0.35498816899999985,-0.9384527,-0.017742635000000007,0.328594603,0.9515431201009084,0.047839989722555716,4.300328721781894E-5,5.738868893181329E-4,extreme droite
Haute-Loire,177158,32875,144283,139574,3324,1385,droite,2017,-0.5,-0.105384971,-0.109828123,-0.10098625299999997,-0.004394381999999999,0.03531654299999998,0.06311127699999997,0.08836234499999995,-0.11388544599999983,-0.298208893,0.6203221090000004,0.022036938000000006,-0.012899192999999975,0.04831767579648838,0.0019045167460461328,0.9482315724479664,0.0015462350094989914,droite
Loire,513794,118592,395202,385938,6664,2600,extreme droite,2022,-2.0250000000000004,-0.48300458999999996,0.22090759100000001,1.091082826,-0.004549308000000002,0.4140275050000001,-0.8160491069999996,-0.35277520399999984,1.570621289,0.9889176939999995,-1.2543092610000004,-0.005915206000000062,0.47953846300000014,0.9537155579521639,0.045870038866705286,1.3180922117994586E-5,4.0122225901278736E-4,extreme droite
Loire,510806,108835,401971,391367,7841,2763,droite,2017,-0.32500000000000107,0.04978030500000008,-0.08450911799999994,0.016927610000000204,0.007763629000000008,0.03349408899999995,-0.31368686999999973,-0.014528957000000009,0.23244610899999962,-0.5360194140000001,-0.7666716850000004,-0.07056569599999996,0.21551849899999986,0.013755254296828296,1.1632162573984072E-5,0.9839590180742231,0.002274095466374678,droite
Loir-et-Cher,244718,59350,185368,180810,3181,1377,extreme droite,2022,-1.9999999999999991,0.22078911299999993,-0.28708416999999997,0.8695457769999999,-0.011700284999999998,0.7727965250000001,-0.6750026629999999,-0.6369341949999998,1.1025619299999998,-1.4210285569999996,-1.5735469490000007,-0.13998795199999997,0.2330161529999999,0.9953221271115104,0.004673936588008621,5.394374539098514E-7,3.3968630270755323E-6,extreme droite
Loir-et-Cher,245321,46325,198996,193738,3692,1566,droite,2017,-0.3750000000000009,-0.514143062,0.10663430500000004,0.24981923499999992,-0.017883618999999996,0.061632675000000026,0.19103735299999958,0.14247376500000009,0.475953439,-0.48682648399999984,0.2500017130000005,-0.038169235000000024,0.2261342030000002,0.03411326543614592,1.4598631487717609E-4,0.9602097219518785,0.005531026297098255,droite
Landes,329337,65654,263683,258050,4033,1600,centre,2022,-2.175,-0.05224717100000009,-0.21885746400000006,1.270636851,-0.010318728,0.672299858,-0.46244821899999966,-0.27378008900000017,1.9879653169999996,-0.8160132599999992,0.6545715119999995,-0.23370526000000003,0.7173284649999998,0.04247500774462029,0.9575115759179449,1.3326842648264664E-7,1.3283069008265986E-5,centre
Landes,310197,55411,254786,247991,4847,1948,droite,2017,0.22499999999999964,-0.13752788799999993,-0.08245599999999997,-0.020847127999999993,0.014637451,0.09791335799999995,0.2867540479999997,-1.016781215,0.1978266070000001,-0.8302089559999999,0.0903245470000007,-0.05944368999999994,0.2186737350000001,0.0027687590195195596,0.0011229669470031434,0.9935269577849722,0.002581316248505078,droite
Jura,190597,41634,148963,145227,2625,1111,extreme droite,2022,-1.7249999999999996,-0.3477073100000001,-0.028789772999999963,0.918348653,-0.030664427,0.753417653,-0.34664389900000003,0.22559162600000016,1.1848343409999997,-1.1974425789999996,0.27178114600000036,0.020187080999999996,0.26648568799999994,0.8936545154840725,0.10629635457041127,3.6516220819987974E-5,1.2613724696299868E-5,extreme droite
Jura,190332,36524,153808,149569,3168,1071,droite,2017,-0.22499999999999964,0.30891153100000013,0.201010668,0.11283146499999996,0.019250849000000004,0.0930175860000001,0.7079590580000001,0.040549959999999885,0.20674213200000002,0.736682064,-0.8615175080000004,-0.06888952499999998,0.09391066599999998,0.050765507471822256,1.6196977606058126E-6,0.9393554999209215,0.009877372909495601,droite
Isère,885440,198676,686764,672296,10990,3478,centre,2022,-1.9249999999999998,-0.45427258700000017,0.03739224500000016,1.057180495,-0.08822008199999999,0.6155249879999999,-0.31906105700000076,0.22694074200000003,1.5503203470000004,-1.3804903,-3.21502613,-0.5152653289999999,0.4931398519999999,0.08873610033882956,0.91096617020775,7.270255369613833E-5,2.2502689972435217E-4,centre
Isère,856508,177674,678834,662507,12030,4297,centre,2017,-0.22500000000000142,-0.003396243999999715,-0.3974465060000003,0.0562241779999999,0.01744358999999998,0.035129029000000034,0.20986426900000055,-0.09265513199999997,0.023089547999999738,0.8894891690000009,0.20301862999999898,0.15383073199999986,-0.033134630000000165,0.0016678144970147448,0.9545723184700851,0.04348224584424098,2.7762118865919035E-4,centre
Indre-et-Loire,440502,105536,334966,327490,5437,2039,centre,2022,-2.075,-0.5530788310000001,-0.5525629639999998,1.102453442,0.013917540000000006,0.8407725119999999,-1.6400317350000009,2.0151535829999996,1.7915931230000002,-1.6433631930000008,0.4707432960000002,-0.03201244399999992,0.6891396800000003,0.06812233299219013,0.9318772365711093,2.7758497756066733E-9,4.276608507733279E-7,centre
Indre-et-Loire,428871,80171,348700,339905,6210,2585,droite,2017,0.09999999999999964,-0.020688426999999843,0.09472266899999982,-0.09454725900000005,0.01810440699999999,0.09209169799999994,0.5995962020000007,0.5281115160000001,0.09775938400000017,1.0923871520000006,0.09547947200000007,-0.01688487400000005,0.192306643,7.811368079530382E-4,0.03972959381024405,0.9515900693655341,0.00789920001626876,droite
Indre,166100,41406,124694,120997,2451,1246,extreme droite,2022,-1.950000000000002,-0.010901415000000192,0.6253805730000002,1.143866698,-0.004209701,0.6944796209999999,-0.8156295689999995,-0.10235442200000011,1.7458747259999998,0.02491318899999939,-1.1884523050000002,0.02198810300000001,0.602008028,0.9792734875438538,0.02038580453431996,2.457414312777615E-7,3.404621803948717E-4,extreme droite
Indre,170409,34911,135498,130934,3081,1483,droite,2017,0.27500000000000213,-0.02386112099999993,-0.002848603000000116,0.13201731100000003,0.009076490999999999,0.12832671099999998,0.7767700949999998,0.32387946300000015,0.11270725099999979,0.16527680899999986,1.1714051820000004,0.019203779000000004,-0.019310060000000018,0.005435512976581758,1.8924863079837584E-4,0.9911003084193206,0.003274929973299283,droite
Ille-et-Vilaine,771636,161427,610209,596832,9511,3866,centre,2022,-1.7999999999999998,0.17632974199999984,0.11650963800000014,1.1553151689999999,0.011119916999999993,0.6127179489999999,-0.8123978970000003,0.09975326799999973,1.4777437650000005,0.36223030699999903,0.2683164290000004,-0.14121076500000007,0.3224285949999999,0.07671375968290603,0.9231984324806797,4.511303913109464E-9,8.780332511053439E-5,centre
Ille-et-Vilaine,730142,116720,613422,599335,9978,4109,centre,2017,-0.5499999999999998,0.14016383900000018,0.06484848100000007,0.04496666300000007,0.009929907000000002,0.06945583900000007,0.09503304000000057,-0.15629411799999993,0.21306333900000007,-0.21195307699999866,1.2234929719999998,-0.062286547000000025,0.168096676,1.2732812299818657E-4,0.9755468638962863,0.021358882655776772,0.0029669253249387092,centre
Hérault,847365,195766,651599,638728,8867,4004,extreme droite,2022,-2.900000000000002,-0.5107620719999999,-0.16983812099999995,1.2783868579999997,-0.081688188,0.569828249,-1.5587377069999988,-1.4806340809999998,1.7092939560000007,-3.2914657600000012,-2.5696006120000003,-1.029437643,0.43090709800000004,0.9996632883165887,8.130846642854435E-5,2.4050327948411398E-8,2.5537916665491716E-4,extreme droite
Hérault,800342,159318,641024,626844,10049,4131,extreme droite,2017,-0.5249999999999986,-0.050461792000000116,-0.27997662600000006,0.021304549000000117,0.032169055,0.09231223900000007,0.08892380999999894,0.4066723029999997,0.07505553499999973,-1.1727339599999986,-0.2550797980000006,-0.021759964999999992,0.05375098600000028,0.9524795142843724,0.005178243733732581,0.04198941639661627,3.5282558527885015E-4,extreme droite
Gironde,1158548,249014,909534,892020,12367,5147,centre,2022,-2.8249999999999993,-0.06920424000000036,-0.2240300609999999,1.387518155,-0.009997999000000007,0.799496347,-1.805724876000001,-0.023683612999999326,1.9870871979999998,-2.125338509999999,0.16838296799999952,-0.263299693,0.5995690429999998,0.04360734686908287,0.9563908378838853,8.087642814705556E-13,1.815246223061183E-6,centre
Gironde,1086968,216588,870380,850815,13904,5661,centre,2017,-0.25,-0.004199820999999826,0.009589180999999947,-0.04777057599999979,0.006380033000000007,0.01811217300000001,0.4113897299999998,0.7622876759999997,-0.046560515999999996,0.6676330899999989,0.5353906730000002,0.0017998310000000295,0.0012100600000000128,4.6620396726644094E-5,0.9159310100706695,0.08052597978286605,0.003496389749737801,centre
Gers,147278,28267,119011,116399,1762,850,extreme droite,2022,-1.5499999999999998,-0.060741944999999964,-0.42097243500000014,0.7936547439999999,-0.031418513999999995,0.6390249299999999,-1.0761743360000002,-0.643245622,1.034347714,-0.9411162369999997,-1.5116821500000004,-0.14155213,0.24069296899999992,0.9469068355947434,0.0530408944191347,4.3243440936758906E-5,9.026545185059483E-6,extreme droite
Gers,144959,23027,121932,118683,2166,1083,droite,2017,-0.125,0.024220063000000014,0.055384321000000125,0.11828710499999995,0.010407619,0.20324742099999998,0.39022171399999994,-0.07769359499999995,0.43042191100000027,0.3720317039999994,-1.6309828729999998,-4.687909999999962E-4,0.31213480700000007,0.12402003012168324,5.655646445919264E-7,0.8738965287873844,0.002082875526287566,droite
Haute-Garonne,930321,183366,746955,730979,10129,5847,centre,2022,-1.8249999999999993,-0.258711613,-0.21152639900000003,1.106742825,-0.027152047000000012,0.595049288,-1.1029082639999999,-1.530648803,1.7720374859999999,-2.2286542999999988,-3.984480198,-0.82158,0.665294662,0.02644747212869352,0.9733337641171136,3.498529837750303E-8,2.1872876889454228E-4,centre
Haute-Garonne,906653,171295,735358,718871,11389,5098,centre,2017,-0.5250000000000021,0.028450374000000167,-0.08156591599999996,-5.759340000000002E-4,0.008877977000000009,0.043308247999999994,0.23691863400000024,-0.10546972999999937,0.136270487,0.9617955999999985,-1.9506301500000003,-0.1769182440000001,0.13684642000000014,0.0027079945312028218,0.9573317603414361,0.03588476254010998,0.004075482587251164,centre
Gard,555038,132723,422315,413979,5840,2496,extreme droite,2022,-2.599999999999998,-1.1144063249999998,0.0392886509999999,1.1718731740000001,-0.021106664999999997,0.658810727,-1.5046655920000003,-1.4051815469999998,1.8063707000000004,-1.7167591089999998,-3.7696289719999996,-0.37355423600000004,0.6344975260000001,0.9999122041054228,1.5393008551785717E-5,5.69946522712628E-9,7.239718656010914E-5,extreme droite
Gard,537939,107277,430662,420682,7032,2948,extreme droite,2017,-0.05000000000000249,0.17291978799999974,-0.12711435100000013,-0.001481947000000039,0.015826230999999996,0.06310825000000003,0.09191916500000019,-0.7100038500000005,0.14913962599999975,-0.2280398789999989,1.246252308999999,-0.20350536100000005,0.150621573,0.9071440528582269,0.04461052712000643,0.0446451527622999,0.003600267259466922,extreme droite
Haute-Corse,129114,48263,80851,78511,1463,877,extreme droite,2022,-3.25,-0.6323774149999999,-0.393828932,1.294109962,-0.07444116,0.35757845600000004,-0.12825765299999858,-0.39235990499999995,1.4662778740000002,-1.4869840559999998,-1.355911835,-0.12797061199999998,0.17216791099999984,0.9995606082455101,4.139712786882719E-4,1.5528809679465762E-5,9.891666122148017E-6,extreme droite
